src,back-translation,index
"public class Param
{
                
      public static  void main( String[]args) 
    {
       MyScanner param = new MyScanner();
      out = new PrintWriter(new BufferedOutputStream(System.out));
      int highestcoin=param.nextInt();
      int sum=param.nextInt();
      int remainder=sum%highestcoin;
      if(remainder!=0){
         remainder=1;
      }
      else{
         remainder=0;
      }
      int count=(sum-remainder)/highestcoin;
     
       if (highestcoin>=sum){
         System.out.println(""1"");
      }
      else{
      System.out.println(count+remainder);
      }
      out.close();
}
public static PrintWriter out;
      
   
   public static class MyScanner {
      BufferedReader br;
      StringTokenizer st;
 
      public MyScanner() {
         br = new BufferedReader(new InputStreamReader(System.in));
      }
 
      String next() {
          while (st == null || !st.hasMoreElements()) {
              try {
                  st = new StringTokenizer(br.readLine());
              } catch (IOException e) {
                  e.printStackTrace();
              }
          }
          return st.nextToken();
      }
 
      int nextInt() {
          return Integer.parseInt(next());
      }
 
      long nextLong() {
          return Long.parseLong(next());
      }
 
      double nextDouble() {
          return Double.parseDouble(next());
      }
 
      String nextLine(){
          String str = """";
	  try {
	     str = br.readLine();
	  } catch (IOException e) {
	     e.printStackTrace();
	  }
	  return str;
      }
}
}","public class Param { public static  void main( String[]args) { MyScanner param = new MyScanner(); out = new PrintWriter(new BufferedOutputStream(System.out)); int highestcoin=param.nextInt(); int sum=param.nextInt(); int remainder=sum%highestcoin; if(remainder!=0){ remainder=1; } else{ remainder=0; } int count=(sum-remainder)/highestcoin; if (highestcoin>=sum){ System.out.println(""1""); } else{ System.out.println(count+remainder); } out.close(); } public static PrintWriter out; public static class MyScanner { BufferedReader br; StringTokenizer st; public MyScanner() { br = new BufferedReader(new InputStreamReader(System.in)); } String next() { while (st == null || !st.hasMoreElements()) { try { st = new StringTokenizer(br.readLine()); } catch (IOException e) { e.printStackTrace(); } } return st.nextToken(); } int nextInt() { return Integer.parseInt(next()); } long nextLong() { return Long.parseLong(next()); } double nextDouble() { return Double.parseDouble(next()); } String nextLine(){ String str = """"; try { str = br.readLine(); } catch (IOException e) { e.printStackTrace(); } return str; } } }",11
"public class pr1023B {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        PrintWriter out = new PrintWriter(System.out);

        long n = sc.nextLong();
        long k = sc.nextLong();

        out.println(solve(n, k));
        out.flush();
        out.close();
    }


    static long solve(long n, long k) {
        if(k <= n) return (long)Math.floor((double)(k-1)/2);
        else{
            long mx = n;
            long mn = k-n;
            return Math.max(0, (long)Math.floor((double)(mx-mn+1)/2));
        }
    }
}","public class pr1023B {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        PrintWriter out = new PrintWriter(System.out);

        long n = sc.nextLong();
        long k = sc.nextLong();

        out.println(solve(n, k));
        out.flush();
        out.close();
    }


    static long solve(long n, long k) {
        return (long)Math.max(0, Math.floorDiv(n - Math.max(k - n, 0) + 1, 2));
    }
}",12
"public class Main {
    
    static Scanner in = new Scanner();
    static PrintWriter out = new PrintWriter(System.out);
    
    public static void main(String[] args) throws IOException {
        int x = in.nextInt(),
            y = in.nextInt(),
            z = in.nextInt(),
            t1 = in.nextInt(),
            t2 = in.nextInt(),
            t3 = in.nextInt()*3,
            d = Math.abs(x - y);
        out.print(((Math.abs(x - z) + d) * t2 + t3 > d * t1 ? ""NO"" : ""YES""));
        out.close();
    }
    
    static class Scanner {
        BufferedReader br;
        StringTokenizer st;
        
        public Scanner() {
            br = new BufferedReader(new InputStreamReader(System.in));
            st = new StringTokenizer("""");
        }
        
        public String next() throws IOException {
            if(!st.hasMoreTokens())
                st = new StringTokenizer(br.readLine());
            return st.nextToken();
        }
        
        public int nextInt() throws IOException {
            return Integer.parseInt(next());
        }
    }
}","public class Main {
    
    static Scanner in = new Scanner();
    static PrintWriter out = new PrintWriter(System.out);
    
    public static void main(String[] args) throws IOException {
        int x = in.nextInt(),
            y = in.nextInt(),
            z = in.nextInt(),
            t1 = in.nextInt(),
            t2 = in.nextInt(),
            t3 = in.nextInt()*3,
            d = Math.abs(x - y);
        if (((Math.abs(x - z) + d) * t2 + t3 > d * t1)) {
            out.print(""NO"");
        } else {
            out.print(""YES"");
        }
        out.close();
    }
    
    static class Scanner {
        BufferedReader br;
        StringTokenizer st;
        
        public Scanner() {
            br = new BufferedReader(new InputStreamReader(System.in));
            st = new StringTokenizer("""");
        }
        
        public String next() throws IOException {
            if(!st.hasMoreTokens())
                st = new StringTokenizer(br.readLine());
            return st.nextToken();
        }
        
        public int nextInt() throws IOException {
            return Integer.parseInt(next());
        }
    }
}",13
"public class Solution {

	static long MOD = 1_000_000_000 + 7;

	public static void main(String[] args) throws Exception {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		StringTokenizer st = new StringTokenizer(br.readLine());
		long n = Long.parseLong(st.nextToken());
		long m = Long.parseLong(st.nextToken());
		long k = Long.parseLong(st.nextToken());
		long l = Long.parseLong(st.nextToken());

		long p = (l + k) / m;

		if (p * m != l + k) {
			p++;
		}

		if (m * p <= n) {
			System.out.println(p);
		} else {
			System.out.println(-1);
		}

	}
}","public class Solution {

	static long MOD = 1_000_000_000 + 7;

	public static long calculateValues(long n, long m, long k, long l) {
		long p = (l + k) / m;

		if (p * m != l + k) {
			p++;
		}

		if (m * p <= n) {
			return p;
		} else {
			return -1;
		}
	}

	public static void main(String[] args) throws Exception {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		StringTokenizer st = new StringTokenizer(br.readLine());
		long n = Long.parseLong(st.nextToken());
		long m = Long.parseLong(st.nextToken());
		long k = Long.parseLong(st.nextToken());
		long l = Long.parseLong(st.nextToken());

		System.out.println(calculateValues(n, m, k, l));
	}
}",14
"public class A {

	public static void main(String[] args) {
		BufferedReader br = null;
		br = new BufferedReader(new InputStreamReader(System.in));
        String input;
		try {
			input = br.readLine();
			long n = Long.parseLong(input.split("" "")[0]);
	        long k = Long.parseLong(input.split("" "")[1]);
	        long red = (long) (Math.ceil((n * 2.0)/k));
	        long blue = (long) (Math.ceil((n * 5.0)/k));
	        long green = (long) (Math.ceil((n * 8.0)/k));
	        System.out.println(red + blue +green);
		} catch (IOException e) {
			e.printStackTrace();
		}
	}

}","public class A {

    public static void main(String[] args) {
        BufferedReader br = null;
        br = new BufferedReader(new InputStreamReader(System.in));
        String input;
        try {
            input = br.readLine();
            long n = Long.parseLong(input.split("" "")[0]);
            long k = Long.parseLong(input.split("" "")[1]);
            long red = (long) (Math.ceil((n * 2.0) / k));
            long blue = (long) (Math.ceil((n * 5.0) / k));
            long green = (long) (Math.ceil((n * 8.0) / k));
            String result = String.valueOf(red + blue + green);
            System.out.println(result);
        } catch (IOException e) {
            e.printStackTrace();
        }
    }

}",15
"public class EhabAndAnotherConstructionProblem {
	public static BufferedReader in = new BufferedReader(new InputStreamReader(System.in));
	public static PrintWriter out = new PrintWriter(new BufferedOutputStream(System.out));
	public static StringTokenizer st;
	
	public static void main(String[] args) throws IOException {
		int x = nextInt();
		System.out.println(x == 1 ? -1 : x + "" "" + x);
	}
	
	public static String nextLine() throws IOException {
		return in.readLine();
	}

	public static String nextString() throws IOException {
		while (st == null || !st.hasMoreTokens())
			st = new StringTokenizer(in.readLine());
		return st.nextToken();
	}

	public static int nextInt() throws IOException {
		return Integer.parseInt(nextString());
	}

	public static long nextLong() throws IOException {
		return Long.parseLong(nextString());
	}

	public static int[] intArray(int n) throws IOException {
		int[] a = new int[n];
		for (int i = 0; i < n; i++)
			a[i] = nextInt();
		return a;
	}

	public static int[][] intArray(int n, int m) throws IOException {
		int[][] a = new int[n][m];
		for (int i = 0; i < n; i++)
			for (int j = 0; j < m; j++)
				a[i][j] = nextInt();
		return a;
	}

	public static long[] longArray(int n) throws IOException {
		long[] a = new long[n];
		for (int i = 0; i < n; i++)
			a[i] = nextLong();
		return a;
	}
}","public class EhabAndAnotherConstructionProblem {
	public static BufferedReader in = new BufferedReader(new InputStreamReader(System.in));
	public static PrintWriter out = new PrintWriter(new BufferedOutputStream(System.out));
	public static StringTokenizer st;
	
	public static void main(String[] args) throws IOException {
		int x = nextInt();
		if (x == 1) {
			System.out.println(-1);
		} else {
			System.out.println(x + "" "" + x);
		}
	}
	
	public static String nextLine() throws IOException {
		return in.readLine();
	}

	public static String nextString() throws IOException {
		while (st == null || !st.hasMoreTokens())
			st = new StringTokenizer(in.readLine());
		return st.nextToken();
	}

	public static int nextInt() throws IOException {
		return Integer.parseInt(nextString());
	}

	public static long nextLong() throws IOException {
		return Long.parseLong(nextString());
	}

	public static int[] intArray(int n) throws IOException {
		int[] a = new int[n];
		for (int i = 0; i < n; i++)
			a[i] = nextInt();
		return a;
	}

	public static int[][] intArray(int n, int m) throws IOException {
		int[][] a = new int[n][m];
		for (int i = 0; i < n; i++)
			for (int j = 0; j < m; j++)
				a[i][j] = nextInt();
		return a;
	}

	public static long[] longArray(int n) throws IOException {
		long[] a = new long[n];
		for (int i = 0; i < n; i++)
			a[i] = nextLong();
		return a;
	}
}",16
"public class A1008 {
    public static void main(String [] args)  {
        InputStream inputReader = System.in;
        OutputStream outputReader = System.out;
        InputReader in = new InputReader(inputReader);
        PrintWriter out = new PrintWriter(outputReader);
        Algorithm solver = new Algorithm();
        solver.solve(in, out);
        out.close();
    }
}

class Algorithm {
    void solve(InputReader ir, PrintWriter pw) {

        long n = ir.nextLong(), k = ir.nextLong();
        long l = Math.max(1, k - n), r = (k + 1) / 2;
        l = Math.max(0, r - l);
        pw.print(l);

    }

}

class InputReader {
    private BufferedReader reader;
    private StringTokenizer tokenizer;

    InputReader(InputStream stream) {
        reader = new BufferedReader(new InputStreamReader(stream), 32768);
        tokenizer = null;
    }

    String next() {
        while (tokenizer == null || !tokenizer.hasMoreTokens()) {
            try {
                tokenizer = new StringTokenizer(reader.readLine());
            } catch (IOException e) {
                throw new RuntimeException(e);
            }
        }
        return tokenizer.nextToken();
    }

    String nextLine(){
        String fullLine = null;
        while (tokenizer == null || !tokenizer.hasMoreTokens()) {
            try {
                fullLine = reader.readLine();
            } catch (IOException e) {
                throw new RuntimeException(e);
            }
            return fullLine;
        }
        return fullLine;
    }

    String [] toArray() {
        return nextLine().split("" "");
    }

    int nextInt() {
        return Integer.parseInt(next());
    }
    double nextDouble() {
        return Double.parseDouble(next());
    }
    long nextLong() {
        return Long.parseLong(next());
    }

}","public class A1008 {
    public static void main(String [] args)  {
        InputStream inputReader = System.in;
        OutputStream outputReader = System.out;
        InputReader in = new InputReader(inputReader);
        PrintWriter out = new PrintWriter(outputReader);
        Algorithm solver = new Algorithm();
        solver.solve(in, out);
        out.close();
    }
}

class Algorithm {
    void solve(InputReader ir, PrintWriter pw) {

        long n = ir.nextLong(), k = ir.nextLong();
        long l = Math.max(1, k - n), r = (k + 1) / 2;
        l = Math.max(0, r - l);
        pw.print(l);

    }

}

class InputReader {
    private BufferedReader reader;
    private StringTokenizer tokenizer;

    InputReader(InputStream stream) {
        reader = new BufferedReader(new InputStreamReader(stream), 32768);
        tokenizer = null;
    }

    String next() {
        while (tokenizer == null || !tokenizer.hasMoreTokens()) {
            try {
                tokenizer = new StringTokenizer(reader.readLine());
            } catch (IOException e) {
                throw new RuntimeException(e);
            }
        }
        return tokenizer.nextToken();
    }

    String nextLine(){
        String fullLine = null;
        while (tokenizer == null || !tokenizer.hasMoreTokens()) {
            try {
                fullLine = reader.readLine();
            } catch (IOException e) {
                throw new RuntimeException(e);
            }
            return fullLine;
        }
        return fullLine;
    }

    String [] toArray() {
        return nextLine().split("" "");
    }

    int nextInt() {
        return Integer.parseInt(next());
    }
    double nextDouble() {
        return Double.parseDouble(next());
    }
    long nextLong() {
        return Long.parseLong(next());
    }

}",17
"public class B 
{
	
	static StringBuilder st ; 
	
	public static void main(String[] args) throws Exception
	{
		Scanner sc = new Scanner () ;
		PrintWriter out = new PrintWriter(System.out);
		
		int n = sc.nextInt();
		int m = sc.nextInt();
		
		String first = """" ; 
		String second = """" ; 
		
		
		for(int i = 0 ; i < 126 ;i++ )
		{
			first+= ""9"";
			second+=""9"";
		}
		
		for(int i = 0 ; i < 125 ;i++ )
			first+= ""0"";
		
		first += ""1"";
		
		out.println(first+"" ""+second);
		
		out.flush();
		out.close();
	
	}
	
	static int sumDigits(int num)
	{
		int ans = 0 ;
		
		while(num > 0)
		{
			ans += num % 10  ;
			
			num /= 10;
		}
		
		return ans ;
		
	}
	
	static class Scanner 
	{
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		StringTokenizer st;

		String next() throws Exception 
		{
			while (st == null || !st.hasMoreTokens())
				st = new StringTokenizer(br.readLine());

			return st.nextToken();
		}

		int nextInt() throws Exception { return Integer.parseInt(next()); }
		
		long nextLong() throws Exception { return Long.parseLong(next()); }

		double nextDouble() throws Exception { return Double.parseDouble(next()); }

		char nextChar() throws Exception { return next().charAt(0); }
		
		char [] nextCharArray() throws Exception{ return next().toCharArray() ; }
	}

}","public class B {
    
    static StringBuilder st ; 
    
    public static void main(String[] args) throws Exception {
        Scanner sc = new Scanner();
        PrintWriter out = new PrintWriter(System.out);
        
        int n = sc.nextInt();
        int m = sc.nextInt();
        
        String first = """" ; 
        String second = """" ; 
        
        
        for(int i = 0 ; i < 126 ;i++ ) {
            first+= ""9"";
            second+=""9"";
        }
        
        for(int i = 0 ; i < 125 ;i++ )
            first+= ""0"";
        
        first += ""1"";
        
        out.println(first+"" ""+second);
        
        out.flush();
        out.close();
    }
    
    static int sumDigits(int num) {
        int ans = 0 ;
        
        while(num > 0) {
            ans += num % 10  ;
            
            num /= 10;
        }
        
        return ans ;
        
    }
    
    static class Scanner {
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        StringTokenizer st;

        String next() throws Exception  {
            while (st == null || !st.hasMoreTokens())
                st = new StringTokenizer(br.readLine());

            return st.nextToken();
        }

        int nextInt() throws Exception { return Integer.parseInt(next()); }
        
        long nextLong() throws Exception { return Long.parseLong(next()); }

        double nextDouble() throws Exception { return Double.parseDouble(next()); }

        char nextChar() throws Exception { return next().charAt(0); }
        
        char[] nextCharArray() throws Exception { return next().toCharArray(); }
    }

}",18
"public class A {

	public static void main(String[] args) {
		BufferedReader br = null;
		br = new BufferedReader(new InputStreamReader(System.in));
        String input;
		try {
			input = br.readLine();
			int n = Integer.parseInt(input);
			input = br.readLine();
			int qx = Integer.parseInt(input.split("" "")[0]);
			int qy = Integer.parseInt(input.split("" "")[1]);
			input = br.readLine();
			int kx = Integer.parseInt(input.split("" "")[0]);
			int ky = Integer.parseInt(input.split("" "")[1]);
			input = br.readLine();
			int gx = Integer.parseInt(input.split("" "")[0]);
			int gy = Integer.parseInt(input.split("" "")[1]);
			if((kx<qx && gx<qx)||(kx>qx && gx>qx)) {
				if((ky<qy && gy<qy)||(ky>qy && gy>qy))System.out.println(""YES"");
				else System.out.println(""NO"");
			}else System.out.println(""NO"");
		} catch (IOException e) {
			e.printStackTrace();
		}
	}

}","public class A {

	public static void main(String[] args) {
		BufferedReader br = null;
		br = new BufferedReader(new InputStreamReader(System.in));
        String input;
		try {
			input = br.readLine();
			int n = Integer.parseInt(input);
			input = br.readLine();
			int qx = Integer.parseInt(input.split("" "")[0]);
			int qy = Integer.parseInt(input.split("" "")[1]);
			input = br.readLine();
			int kx = Integer.parseInt(input.split("" "")[0]);
			int ky = Integer.parseInt(input.split("" "")[1]);
			input = br.readLine();
			int gx = Integer.parseInt(input.split("" "")[0]);
			int gy = Integer.parseInt(input.split("" "")[1]);
			if ((kx<qx && gx<qx) || (kx>qx && gx>qx)) {
				if ((ky<qy && gy<qy) || (ky>qy && gy>qy)) System.out.println(""YES"");
				else System.out.println(""NO"");
			} else System.out.println(""NO"");
		} catch (IOException e) {
			e.printStackTrace();
		}
	}

}",19
"public class A_KingEscape {
    public static void main(String[] args) {
        InputStream inputStream = System.in;
        OutputStream outputStream = System.out;
        InputReader inp = new InputReader(inputStream);
        PrintWriter out = new PrintWriter(outputStream);
        Solver solver = new Solver();
        solver.solve(inp, out);
        out.close();
    }

    private static class Solver {
        private void solve(InputReader inp, PrintWriter out) {
            int n = inp.nextInt();
            int Qx = inp.nextInt(), Qy = inp.nextInt();
            int Kx = inp.nextInt(), Ky = inp.nextInt();
            int Tx = inp.nextInt(), Ty = inp.nextInt();
            if (((Kx < Qx && Tx < Qx) || (Kx > Qx && Tx > Qx)) && ((Ky < Qy && Ty < Qy) || (Ky > Qy && Ty > Qy))) out.println(""YES"");
            else out.println(""NO"");
        }
    }

    static class InputReader {
        BufferedReader reader;
        StringTokenizer tokenizer;

        InputReader(InputStream stream) {
            reader = new BufferedReader(new InputStreamReader(stream), 32768);
            tokenizer = null;
        }

        String next() {
            while (tokenizer == null || !tokenizer.hasMoreTokens()) {
                try {
                    tokenizer = new StringTokenizer(reader.readLine());
                } catch (IOException e) {
                    throw new RuntimeException(e);
                }
            }
            return tokenizer.nextToken();
        }

        public int nextInt() {
            return Integer.parseInt(next());
        }

        public long nextLong() {
            return Long.parseLong(next());
        }
    }
}","public class A_KingEscape {
    public static void main(String[] args) {
        InputStream inputStream = System.in;
        OutputStream outputStream = System.out;
        InputReader inp = new InputReader(inputStream);
        PrintWriter out = new PrintWriter(outputStream);
        Solver solver = new Solver();
        solver.solve(inp, out);
        out.close();
    }

    private static class Solver {
        private void solve(InputReader inp, PrintWriter out) {
            int n = inp.nextInt();
            int Qx = inp.nextInt(), Qy = inp.nextInt();
            int Kx = inp.nextInt(), Ky = inp.nextInt();
            int Tx = inp.nextInt(), Ty = inp.nextInt();
            if (((Kx < Qx && Tx < Qx) || (Kx > Qx && Tx > Qx)) && ((Ky < Qy && Ty < Qy) || (Ky > Qy && Ty > Qy))) out.println(""YES"");
            else out.println(""NO"");
        }
    }

    static class InputReader {
        BufferedReader reader;
        StringTokenizer tokenizer;

        InputReader(InputStream stream) {
            reader = new BufferedReader(new InputStreamReader(stream), 32768);
            tokenizer = null;
        }

        String next() {
            while (tokenizer == null || !tokenizer.hasMoreTokens()) {
                try {
                    tokenizer = new StringTokenizer(reader.readLine());
                } catch (IOException e) {
                    throw new RuntimeException(e);
                }
            }
            return tokenizer.nextToken();
        }

        public int nextInt() {
            return Integer.parseInt(next());
        }

        public long nextLong() {
            return Long.parseLong(next());
        }
    }
}",20
"public class Main
{
	
	public static void main(String[] args) throws IOException
	{
		BufferedReader st = new BufferedReader(new InputStreamReader(System.in));
		StringTokenizer s = new StringTokenizer(st.readLine());
		long n = Long.parseLong(s.nextToken());
		long k = Long.parseLong(s.nextToken());
		long ans = k/n;
		if(k%n != 0) ans++;
		System.out.println(ans+"""");
	}
}","public class Main {
    public static void main(String[] args) throws IOException {
        BufferedReader st = new BufferedReader(new InputStreamReader(System.in));
        StringTokenizer s = new StringTokenizer(st.readLine());
        long n = Long.parseLong(s.nextToken());
        long k = Long.parseLong(s.nextToken());
        long ans = k / n;
        if (k % n != 0) ans++;
        System.out.println(ans + """");
    }
}",21
"public class A1008 {
    public static void main(String [] args)  {
        InputStream inputReader = System.in;
        OutputStream outputReader = System.out;
        InputReader in = new InputReader(inputReader);
        PrintWriter out = new PrintWriter(outputReader);
        Algorithm solver = new Algorithm();
        solver.solve(in, out);
        out.close();
    }
}

class Algorithm {
    void solve(InputReader ir, PrintWriter pw) {

        long n = ir.nextLong(), k = ir.nextLong();
        pw.print((n + k - 1) / n);

    }

    private static void Qsort(int[] array, int low, int high) {

        int i = low;
        int j = high;
        int x = array[low + (high - low) / 2];

        do {
            while (array[i] < x) ++i;
            while (array[j] > x) --j;
            if (i <= j) {
                int tmp = array[i];
                array[i] = array[j];
                array[j] = tmp;
                i++;
                j--;
            }
        } while (i <= j);

        if (low < j) Qsort(array, low, j);
        if (i < high) Qsort(array, i, high);

    }
}

class InputReader {
    private BufferedReader reader;
    private StringTokenizer tokenizer;

    InputReader(InputStream stream) {
        reader = new BufferedReader(new InputStreamReader(stream), 32768);
        tokenizer = null;
    }

    String next() {
        while (tokenizer == null || !tokenizer.hasMoreTokens()) {
            try {
                tokenizer = new StringTokenizer(reader.readLine());
            } catch (IOException e) {
                throw new RuntimeException(e);
            }
        }
        return tokenizer.nextToken();
    }

    String nextLine(){
        String fullLine = null;
        while (tokenizer == null || !tokenizer.hasMoreTokens()) {
            try {
                fullLine = reader.readLine();
            } catch (IOException e) {
                throw new RuntimeException(e);
            }
            return fullLine;
        }
        return fullLine;
    }

    String [] toArray() {
        return nextLine().split("" "");
    }

    int nextInt() {
        return Integer.parseInt(next());
    }
    double nextDouble() {
        return Double.parseDouble(next());
    }
    long nextLong() {
        return Long.parseLong(next());
    }

}","public class A1008 {
    public static void main(String [] args)  {
        InputStream inputReader = System.in;
        OutputStream outputReader = System.out;
        InputReader in = new InputReader(inputReader);
        PrintWriter out = new PrintWriter(outputReader);
        Algorithm solver = new Algorithm();
        solver.solve(in, out);
        out.close();
    }
}

class Algorithm {
    void solve(InputReader ir, PrintWriter pw) {

        long n = ir.nextLong(), k = ir.nextLong();
        pw.print((n + k - 1) / n);

    }

    private static void Qsort(int[] array, int low, int high) {

        int i = low;
        int j = high;
        int x = array[low + (high - low) / 2];

        do {
            while (array[i] < x) ++i;
            while (array[j] > x) --j;
            if (i <= j) {
                int temp = array[i];
                array[i] = array[j];
                array[j] = temp;
                i++;
                j--;
            }
        } while (i <= j);

        if (low < j) Qsort(array, low, j);
        if (i < high) Qsort(array, i, high);

    }
}

class InputReader {
    private BufferedReader reader;
    private StringTokenizer tokenizer;

    InputReader(InputStream stream) {
        reader = new BufferedReader(new InputStreamReader(stream), 32768);
        tokenizer = null;
    }

    String next() {
        while (tokenizer == null || !tokenizer.hasMoreTokens()) {
            try {
                tokenizer = new StringTokenizer(reader.readLine());
            } catch (IOException e) {
                throw new RuntimeException(e);
            }
        }
        return tokenizer.nextToken();
    }

    String nextLine() {
        String fullLine = null;
        while (tokenizer == null || !tokenizer.hasMoreTokens()) {
            try {
                fullLine = reader.readLine();
            } catch (IOException e) {
                throw new RuntimeException(e);
            }
        }
        return fullLine;
    }

    String[] toArray() {
        return nextLine().split("" "");
    }

    int nextInt() {
        return Integer.parseInt(next());
    }

    double nextDouble() {
        return Double.parseDouble(next());
    }

    long nextLong() {
        return Long.parseLong(next());
    }
}",22
